transaction_date,bank_id,bank_name,high_value_customers,medium_value_customers,regular_customers,high_value_volume,medium_value_volume,regular_value_volume,avg_high_value,avg_medium_value,avg_regular_value,customer_retention_rate,new_customers
2025-07-25,BNK001,Premier Bank,104,243,350,59494.41,24789.34,14873.6,572.06,102.01,42.5,92.0,54
2025-07-25,BNK002,Community First Bank,54,127,182,40141.11,16725.46,10035.28,743.35,131.7,55.14,85.8,24
2025-07-25,BNK003,Metro Financial,119,278,399,52909.65,22045.69,13227.41,444.62,79.3,33.15,96.6,94
2025-07-25,BNK004,Regional Trust Bank,48,113,163,38884.86,16202.02,9721.22,810.1,143.38,59.64,88.2,18
2025-07-25,BNK005,Digital Banking Corp,101,235,338,58479.44,24366.43,14619.86,579.0,103.69,43.25,94.0,72
2025-07-25,BNK006,Heritage Bank,42,98,141,28606.99,11919.58,7151.75,681.12,121.63,50.72,90.3,24
2025-07-25,BNK007,Innovation Bank,65,152,218,41791.59,17413.16,10447.9,642.95,114.56,47.93,87.8,50
2025-07-26,BNK001,Premier Bank,72,170,244,28938.61,12057.75,7234.65,401.93,70.93,29.65,97.6,32
2025-07-26,BNK002,Community First Bank,42,98,142,27533.93,11472.47,6883.48,655.57,117.07,48.48,92.8,26
2025-07-26,BNK003,Metro Financial,56,132,191,35952.71,14980.3,8988.18,642.01,113.49,47.06,90.8,28
2025-07-26,BNK004,Regional Trust Bank,29,67,98,18391.85,7663.27,4597.96,634.2,114.38,46.92,95.7,19
2025-07-26,BNK005,Digital Banking Corp,40,95,137,30039.78,12516.58,7509.94,750.99,131.75,54.82,92.1,21
2025-07-26,BNK006,Heritage Bank,20,47,70,12992.21,5413.42,3248.05,649.61,115.18,46.4,87.4,8
2025-07-26,BNK007,Innovation Bank,53,125,180,24206.69,10086.12,6051.67,456.73,80.69,33.62,94.3,24
2025-07-27,BNK001,Premier Bank,25,59,86,12824.95,5343.73,3206.24,513.0,90.57,37.28,94.0,15
2025-07-27,BNK002,Community First Bank,25,60,87,10703.9,4459.96,2675.97,428.16,74.33,30.76,90.4,16
2025-07-27,BNK003,Metro Financial,21,49,71,16450.25,6854.27,4112.56,783.35,139.88,57.92,89.8,8
2025-07-27,BNK004,Regional Trust Bank,16,38,57,9941.59,4142.33,2485.4,621.35,109.01,43.6,89.0,12
2025-07-27,BNK005,Digital Banking Corp,33,79,114,21688.22,9036.76,5422.06,657.22,114.39,47.56,93.7,17
2025-07-27,BNK006,Heritage Bank,15,36,53,7219.92,3008.3,1804.98,481.33,83.56,34.06,91.0,7
2025-07-27,BNK007,Innovation Bank,21,49,70,15913.06,6630.44,3978.26,757.76,135.32,56.83,87.7,7
2025-07-28,BNK001,Premier Bank,80,187,270,60639.8,25266.58,15159.95,758.0,135.12,56.15,96.7,38
2025-07-28,BNK002,Community First Bank,63,148,213,36777.65,15324.02,9194.41,583.77,103.54,43.17,88.0,33
2025-07-28,BNK003,Metro Financial,96,224,321,38463.33,16026.39,9615.83,400.66,71.55,29.96,86.7,73
2025-07-28,BNK004,Regional Trust Bank,70,164,235,53092.96,22122.07,13273.24,758.47,134.89,56.48,86.0,29
2025-07-28,BNK005,Digital Banking Corp,116,271,389,52533.65,21889.02,13133.41,452.88,80.77,33.76,93.4,65
2025-07-28,BNK006,Heritage Bank,25,59,86,23019.91,9591.63,5754.98,920.8,162.57,66.92,94.2,17
2025-07-28,BNK007,Innovation Bank,40,95,137,31126.04,12969.18,7781.51,778.15,136.52,56.8,88.3,31
2025-07-29,BNK001,Premier Bank,85,200,288,60774.26,25322.61,15193.57,714.99,126.61,52.76,86.5,59
2025-07-29,BNK002,Community First Bank,79,185,266,42434.52,17681.05,10608.63,537.15,95.57,39.88,90.7,40
2025-07-29,BNK003,Metro Financial,77,180,258,52091.84,21704.94,13022.96,676.52,120.58,50.48,92.9,70
2025-07-29,BNK004,Regional Trust Bank,53,123,178,24946.07,10394.19,6236.52,470.68,84.51,35.04,98.0,39
2025-07-29,BNK005,Digital Banking Corp,131,306,438,67592.17,28163.4,16898.04,515.97,92.04,38.58,90.3,63
2025-07-29,BNK006,Heritage Bank,32,76,111,23782.49,9909.37,5945.62,743.2,130.39,53.56,88.3,21
2025-07-29,BNK007,Innovation Bank,54,127,182,45272.11,18863.38,11318.03,838.37,148.53,62.19,89.8,51
2025-07-30,BNK001,Premier Bank,83,194,279,46071.61,19196.5,11517.9,555.08,98.95,41.28,89.8,48
2025-07-30,BNK002,Community First Bank,34,81,117,23773.85,9905.77,5943.46,699.23,122.29,50.8,90.0,31
2025-07-30,BNK003,Metro Financial,73,170,244,44599.26,18583.03,11149.82,610.95,109.31,45.7,93.5,54
2025-07-30,BNK004,Regional Trust Bank,121,283,405,48541.94,20225.81,12135.49,401.17,71.47,29.96,89.3,106
2025-07-30,BNK005,Digital Banking Corp,90,210,300,51067.77,21278.24,12766.94,567.42,101.32,42.56,85.5,82
2025-07-30,BNK006,Heritage Bank,40,93,134,26880.3,11200.12,6720.07,672.01,120.43,50.15,91.7,23
2025-07-30,BNK007,Innovation Bank,57,133,192,38046.15,15852.56,9511.54,667.48,119.19,49.54,91.5,44
2025-07-31,BNK001,Premier Bank,97,228,328,71536.96,29807.06,17884.24,737.49,130.73,54.53,85.2,89
2025-07-31,BNK002,Community First Bank,70,163,234,50143.45,20893.1,12535.86,716.33,128.18,53.57,90.8,39
2025-07-31,BNK003,Metro Financial,85,199,287,53625.06,22343.78,13406.27,630.88,112.28,46.71,86.8,53
2025-07-31,BNK004,Regional Trust Bank,67,157,225,33526.39,13969.33,8381.6,500.39,88.98,37.25,91.5,40
2025-07-31,BNK005,Digital Banking Corp,73,170,245,64805.76,27002.4,16201.44,887.75,158.84,66.13,93.8,44
2025-07-31,BNK006,Heritage Bank,42,98,142,24816.49,10340.2,6204.12,590.87,105.51,43.69,97.5,30
2025-07-31,BNK007,Innovation Bank,105,246,353,48518.22,20215.92,12129.55,462.08,82.18,34.36,95.5,42
2025-08-01,BNK001,Premier Bank,103,241,347,56892.49,23705.2,14223.12,552.35,98.36,40.99,90.2,57
2025-08-01,BNK002,Community First Bank,64,149,214,62005.46,25835.61,15501.36,968.84,173.39,72.44,92.4,58
2025-08-01,BNK003,Metro Financial,141,330,472,57736.47,24056.86,14434.12,409.48,72.9,30.58,86.0,53
2025-08-01,BNK004,Regional Trust Bank,52,123,178,37179.54,15491.48,9294.89,714.99,125.95,52.22,96.1,25
2025-08-01,BNK005,Digital Banking Corp,71,167,240,57552.82,23980.34,14388.2,810.6,143.59,59.95,93.7,49
2025-08-01,BNK006,Heritage Bank,37,87,126,24345.74,10144.06,6086.43,657.99,116.6,48.31,95.8,15
2025-08-01,BNK007,Innovation Bank,102,238,341,50959.31,21233.04,12739.83,499.6,89.21,37.36,86.7,71
2025-08-02,BNK001,Premier Bank,49,116,167,34558.81,14399.5,8639.7,705.28,124.13,51.73,97.3,30
2025-08-02,BNK002,Community First Bank,38,89,129,29652.43,12355.18,7413.11,780.33,138.82,57.47,89.3,28
2025-08-02,BNK003,Metro Financial,42,99,142,31167.65,12986.52,7791.91,742.09,131.18,54.87,97.1,37
2025-08-02,BNK004,Regional Trust Bank,22,52,75,13237.16,5515.48,3309.29,601.69,106.07,44.12,97.9,7
2025-08-02,BNK005,Digital Banking Corp,85,199,287,40101.14,16708.81,10025.29,471.78,83.96,34.93,86.5,63
2025-08-02,BNK006,Heritage Bank,21,50,74,11481.25,4783.85,2870.31,546.73,95.68,38.79,95.7,11
2025-08-02,BNK007,Innovation Bank,18,42,61,9215.11,3839.63,2303.78,511.95,91.42,37.77,88.1,15
2025-08-03,BNK001,Premier Bank,28,66,95,21188.72,8828.64,5297.18,756.74,133.77,55.76,85.7,16
2025-08-03,BNK002,Community First Bank,21,51,74,16270.61,6779.42,4067.65,774.79,132.93,54.97,91.6,15
2025-08-03,BNK003,Metro Financial,33,78,113,17899.49,7458.12,4474.87,542.41,95.62,39.6,94.5,19
2025-08-03,BNK004,Regional Trust Bank,12,28,42,10145.95,4227.48,2536.49,845.5,150.98,60.39,93.0,8
2025-08-03,BNK005,Digital Banking Corp,16,38,57,13532.32,5638.47,3383.08,845.77,148.38,59.35,92.1,12
2025-08-03,BNK006,Heritage Bank,13,31,46,6420.77,2675.32,1605.19,493.91,86.3,34.9,88.4,5
2025-08-03,BNK007,Innovation Bank,27,62,91,12729.4,5303.92,3182.35,471.46,85.55,34.97,86.6,13
2025-08-04,BNK001,Premier Bank,108,254,364,61920.31,25800.13,15480.08,573.34,101.58,42.53,91.5,97
2025-08-04,BNK002,Community First Bank,33,78,114,23444.26,9768.44,5861.07,710.43,125.24,51.41,94.1,29
2025-08-04,BNK003,Metro Financial,73,170,245,46492.84,19372.01,11623.21,636.89,113.95,47.44,89.6,44
2025-08-04,BNK004,Regional Trust Bank,42,98,141,31880.11,13283.38,7970.03,759.05,135.54,56.53,90.1,19
2025-08-04,BNK005,Digital Banking Corp,80,187,270,49514.56,20631.07,12378.64,618.93,110.33,45.85,85.8,58
2025-08-04,BNK006,Heritage Bank,26,62,90,18149.18,7562.16,4537.3,698.05,121.97,50.41,97.9,11
2025-08-04,BNK007,Innovation Bank,57,134,193,34670.24,14445.93,8667.56,608.25,107.81,44.91,85.6,49
2025-08-05,BNK001,Premier Bank,64,151,218,43371.32,18071.38,10842.83,677.68,119.68,49.74,88.3,57
2025-08-05,BNK002,Community First Bank,97,227,326,43116.1,17965.04,10779.02,444.5,79.14,33.06,94.2,93
2025-08-05,BNK003,Metro Financial,66,155,224,48244.22,20101.76,12061.06,730.97,129.69,53.84,90.3,51
2025-08-05,BNK004,Regional Trust Bank,39,91,132,35921.64,14967.35,8980.41,921.07,164.48,68.03,91.0,29
2025-08-05,BNK005,Digital Banking Corp,129,303,434,64483.3,26868.04,16120.83,499.87,88.67,37.14,90.8,59
2025-08-05,BNK006,Heritage Bank,24,56,81,22685.93,9452.47,5671.48,945.25,168.79,70.02,91.6,16
2025-08-05,BNK007,Innovation Bank,28,67,97,19503.95,8126.65,4875.99,696.57,121.29,50.27,95.5,23
2025-08-06,BNK001,Premier Bank,103,241,346,65081.6,27117.33,16270.4,631.86,112.52,47.02,93.6,42
2025-08-06,BNK002,Community First Bank,49,114,165,31033.2,12930.5,7758.3,633.33,113.43,47.02,94.4,32
2025-08-06,BNK003,Metro Financial,87,204,294,63587.7,26494.88,15896.92,730.89,129.88,54.07,96.6,83
2025-08-06,BNK004,Regional Trust Bank,46,107,155,21398.48,8916.03,5349.62,465.18,83.33,34.51,85.7,40
2025-08-06,BNK005,Digital Banking Corp,62,146,210,42064.06,17526.69,10516.01,678.45,120.05,50.08,85.5,36
2025-08-06,BNK006,Heritage Bank,33,78,112,22536.9,9390.38,5634.22,682.94,120.39,50.31,92.0,14
2025-08-06,BNK007,Innovation Bank,70,163,234,39416.06,16423.36,9854.01,563.09,100.76,42.11,94.7,23
2025-08-07,BNK001,Premier Bank,114,266,380,49043.43,20434.76,12260.86,430.21,76.82,32.27,87.2,82
2025-08-07,BNK002,Community First Bank,45,106,154,41019.76,17091.56,10254.94,911.55,161.24,66.59,94.3,43
2025-08-07,BNK003,Metro Financial,71,167,240,46499.86,19374.94,11624.97,654.93,116.02,48.44,94.2,56
2025-08-07,BNK004,Regional Trust Bank,64,151,218,40162.93,16734.55,10040.73,627.55,110.82,46.06,90.1,21
2025-08-07,BNK005,Digital Banking Corp,107,251,360,59952.36,24980.15,14988.09,560.3,99.52,41.63,86.6,74
2025-08-07,BNK006,Heritage Bank,34,80,115,20957.44,8732.26,5239.36,616.4,109.15,45.56,93.8,21
2025-08-07,BNK007,Innovation Bank,102,238,341,55669.09,23195.46,13917.27,545.78,97.46,40.81,94.5,69
2025-08-08,BNK001,Premier Bank,92,216,310,56874.55,23697.73,14218.64,618.2,109.71,45.87,86.0,42
2025-08-08,BNK002,Community First Bank,48,112,162,38236.19,15931.75,9559.05,796.59,142.25,59.01,95.9,39
2025-08-08,BNK003,Metro Financial,86,201,288,47898.36,19957.65,11974.59,556.96,99.29,41.58,96.6,35
2025-08-08,BNK004,Regional Trust Bank,97,227,326,39794.89,16581.2,9948.72,410.26,73.04,30.52,97.9,46
2025-08-08,BNK005,Digital Banking Corp,116,272,390,69902.6,29126.08,17475.65,602.61,107.08,44.81,85.2,116
2025-08-08,BNK006,Heritage Bank,44,102,148,28510.49,11879.37,7127.62,647.97,116.46,48.16,88.7,34
2025-08-08,BNK007,Innovation Bank,118,276,397,59247.39,24686.41,14811.85,502.1,89.44,37.31,87.3,85
2025-08-09,BNK001,Premier Bank,52,121,174,30631.35,12763.06,7657.84,589.06,105.48,44.01,96.8,28
2025-08-09,BNK002,Community First Bank,31,74,108,24300.91,10125.38,6075.23,783.9,136.83,56.25,93.7,14
2025-08-09,BNK003,Metro Financial,43,100,144,33186.2,13827.58,8296.55,771.77,138.28,57.61,93.1,24
2025-08-09,BNK004,Regional Trust Bank,45,106,152,22160.14,9233.39,5540.04,492.45,87.11,36.45,87.7,24
2025-08-09,BNK005,Digital Banking Corp,63,148,214,36843.1,15351.29,9210.77,584.81,103.72,43.04,87.3,59
2025-08-09,BNK006,Heritage Bank,19,46,67,13455.03,5606.26,3363.76,708.16,121.88,50.21,90.2,9
2025-08-09,BNK007,Innovation Bank,31,74,107,21235.65,8848.19,5308.91,685.02,119.57,49.62,90.8,17
2025-08-10,BNK001,Premier Bank,36,84,121,19335.34,8056.39,4833.83,537.09,95.91,39.95,94.7,35
2025-08-10,BNK002,Community First Bank,31,72,104,14006.78,5836.16,3501.69,451.83,81.06,33.67,90.7,28
2025-08-10,BNK003,Metro Financial,25,58,85,16926.97,7052.9,4231.74,677.08,121.6,49.79,92.4,11
2025-08-10,BNK004,Regional Trust Bank,9,22,33,8036.6,3348.59,2009.15,892.96,152.21,60.88,94.0,6
2025-08-10,BNK005,Digital Banking Corp,34,79,114,17746.15,7394.23,4436.54,521.95,93.6,38.92,93.5,31
2025-08-10,BNK006,Heritage Bank,9,21,32,6007.82,2503.26,1501.95,667.54,119.2,46.94,90.7,8
2025-08-10,BNK007,Innovation Bank,19,45,65,11349.13,4728.8,2837.28,597.32,105.08,43.65,94.8,12
2025-08-11,BNK001,Premier Bank,104,243,348,57428.02,23928.34,14357.01,552.19,98.47,41.26,92.8,57
2025-08-11,BNK002,Community First Bank,66,154,220,32024.53,13343.55,8006.13,485.22,86.65,36.39,97.8,51
2025-08-11,BNK003,Metro Financial,120,281,402,48769.73,20320.72,12192.43,406.41,72.32,30.33,85.6,66
2025-08-11,BNK004,Regional Trust Bank,67,158,228,42144.69,17560.29,10536.17,629.03,111.14,46.21,93.1,25
2025-08-11,BNK005,Digital Banking Corp,77,179,258,67690.83,28204.51,16922.71,879.1,157.57,65.59,85.3,48
2025-08-11,BNK006,Heritage Bank,51,120,172,23426.33,9760.97,5856.58,459.34,81.34,34.05,89.3,32
2025-08-11,BNK007,Innovation Bank,131,307,440,54141.19,22558.83,13535.3,413.29,73.48,30.76,88.4,58
2025-08-12,BNK001,Premier Bank,118,276,396,51159.25,21316.35,12789.81,433.55,77.23,32.3,94.0,80
2025-08-12,BNK002,Community First Bank,107,249,358,49004.95,20418.73,12251.24,457.99,82.0,34.22,87.6,58
2025-08-12,BNK003,Metro Financial,66,156,224,43583.36,18159.73,10895.84,660.35,116.41,48.64,92.7,25
2025-08-12,BNK004,Regional Trust Bank,124,289,414,50987.63,21244.85,12746.91,411.19,73.51,30.79,86.9,47
2025-08-12,BNK005,Digital Banking Corp,70,164,236,48939.78,20391.58,12234.94,699.14,124.34,51.84,95.6,58
2025-08-12,BNK006,Heritage Bank,49,114,164,24638.65,10266.1,6159.66,502.83,90.05,37.56,94.8,39
2025-08-12,BNK007,Innovation Bank,60,140,201,43891.18,18287.99,10972.79,731.52,130.63,54.59,93.7,39
2025-08-13,BNK001,Premier Bank,65,152,219,55517.09,23132.12,13879.27,854.11,152.19,63.38,93.3,23
2025-08-13,BNK002,Community First Bank,75,177,254,32217.06,13423.77,8054.26,429.56,75.84,31.71,93.1,64
2025-08-13,BNK003,Metro Financial,78,182,261,46833.13,19513.81,11708.28,600.42,107.22,44.86,91.5,44
2025-08-13,BNK004,Regional Trust Bank,13,31,46,10349.55,4312.31,2587.39,796.12,139.11,56.25,88.6,10
2025-08-13,BNK005,Digital Banking Corp,173,404,578,69477.7,28949.04,17369.42,401.61,71.66,30.05,94.0,158
2025-08-13,BNK006,Heritage Bank,39,92,132,23750.45,9896.02,5937.61,608.99,107.57,44.98,89.5,33
2025-08-13,BNK007,Innovation Bank,133,312,448,59386.95,24744.56,14846.74,446.52,79.31,33.14,92.3,123
2025-08-14,BNK001,Premier Bank,93,217,311,44282.45,18451.02,11070.61,476.16,85.03,35.6,91.9,63
2025-08-14,BNK002,Community First Bank,39,93,134,21739.24,9058.01,5434.81,557.42,97.4,40.56,92.5,33
2025-08-14,BNK003,Metro Financial,93,217,310,47268.33,19695.14,11817.08,508.26,90.76,38.12,97.5,35
2025-08-14,BNK004,Regional Trust Bank,58,136,197,37420.45,15591.85,9355.11,645.18,114.65,47.49,85.7,56
2025-08-14,BNK005,Digital Banking Corp,111,260,374,64519.53,26883.14,16129.88,581.26,103.4,43.13,91.9,83
2025-08-14,BNK006,Heritage Bank,28,67,98,23067.88,9611.62,5766.97,823.85,143.46,58.85,91.3,11
2025-08-14,BNK007,Innovation Bank,41,96,140,22509.17,9378.82,5627.29,549.0,97.7,40.19,95.0,34
2025-08-15,BNK001,Premier Bank,181,422,604,66534.79,27722.83,16633.7,367.6,65.69,27.54,89.1,97
2025-08-15,BNK002,Community First Bank,61,142,205,47564.94,19818.72,11891.23,779.75,139.57,58.01,95.9,23
2025-08-15,BNK003,Metro Financial,81,190,272,55144.18,22976.74,13786.04,680.79,120.93,50.68,96.5,41
2025-08-15,BNK004,Regional Trust Bank,45,107,154,36815.19,15339.66,9203.8,818.12,143.36,59.76,92.7,43
2025-08-15,BNK005,Digital Banking Corp,114,268,384,90579.67,37741.53,22644.92,794.56,140.83,58.97,93.8,70
2025-08-15,BNK006,Heritage Bank,38,89,129,26667.56,11111.49,6666.89,701.78,124.85,51.68,94.0,21
2025-08-15,BNK007,Innovation Bank,99,232,332,45422.61,18926.09,11355.65,458.81,81.58,34.2,88.6,99
2025-08-16,BNK001,Premier Bank,43,102,147,27229.98,11345.83,6807.49,633.26,111.23,46.31,94.8,33
2025-08-16,BNK002,Community First Bank,29,68,99,20461.34,8525.56,5115.34,705.56,125.38,51.67,89.6,10
2025-08-16,BNK003,Metro Financial,42,98,141,32379.31,13491.38,8094.83,770.94,137.67,57.41,85.4,29
2025-08-16,BNK004,Regional Trust Bank,45,106,152,17975.38,7489.74,4493.84,399.45,70.66,29.56,94.9,31
2025-08-16,BNK005,Digital Banking Corp,45,106,153,28863.44,12026.43,7215.86,641.41,113.46,47.16,95.9,16
2025-08-16,BNK006,Heritage Bank,25,60,87,11588.18,4828.41,2897.04,463.53,80.47,33.3,89.8,12
2025-08-16,BNK007,Innovation Bank,69,162,234,26952.49,11230.2,6738.12,390.62,69.32,28.8,90.8,26
2025-08-17,BNK001,Premier Bank,22,52,75,19366.97,8069.57,4841.74,880.32,155.18,64.56,97.4,10
2025-08-17,BNK002,Community First Bank,19,46,67,12169.15,5070.48,3042.29,640.48,110.23,45.41,97.0,12
2025-08-17,BNK003,Metro Financial,21,51,74,14010.31,5837.63,3502.58,667.16,114.46,47.33,97.8,15
2025-08-17,BNK004,Regional Trust Bank,12,28,41,7306.14,3044.22,1826.53,608.84,108.72,44.55,97.1,4
2025-08-17,BNK005,Digital Banking Corp,32,74,108,14561.47,6067.28,3640.37,455.05,81.99,33.71,94.7,30
2025-08-17,BNK006,Heritage Bank,9,22,33,6502.49,2709.37,1625.62,722.5,123.15,49.26,86.8,3
2025-08-17,BNK007,Innovation Bank,15,35,52,7347.4,3061.42,1836.85,489.83,87.47,35.32,90.5,14
2025-08-18,BNK001,Premier Bank,90,210,300,43757.56,18232.32,10939.39,486.2,86.82,36.46,92.1,61
2025-08-18,BNK002,Community First Bank,31,72,105,25975.84,10823.26,6493.96,837.93,150.32,61.85,86.8,10
2025-08-18,BNK003,Metro Financial,50,118,170,46280.73,19283.64,11570.18,925.61,163.42,68.06,95.5,19
2025-08-18,BNK004,Regional Trust Bank,58,135,194,22809.35,9503.9,5702.34,393.26,70.4,29.39,93.2,54
2025-08-18,BNK005,Digital Banking Corp,69,161,231,52235.13,21764.64,13058.78,757.03,135.18,56.53,87.7,53
2025-08-18,BNK006,Heritage Bank,36,84,121,24130.91,10054.55,6032.73,670.3,119.7,49.86,86.0,26
2025-08-18,BNK007,Innovation Bank,112,261,375,54432.69,22680.29,13608.17,486.01,86.9,36.29,87.1,92
2025-08-19,BNK001,Premier Bank,82,191,274,57895.36,24123.06,14473.84,706.04,126.3,52.82,88.9,52
2025-08-19,BNK002,Community First Bank,68,158,228,36910.93,15379.56,9227.73,542.81,97.34,40.47,92.8,30
2025-08-19,BNK003,Metro Financial,86,201,289,55492.03,23121.68,13873.01,645.26,115.03,48.0,94.6,46
2025-08-19,BNK004,Regional Trust Bank,80,188,271,41235.98,17181.66,10308.99,515.45,91.39,38.04,93.6,35
2025-08-19,BNK005,Digital Banking Corp,92,216,311,54450.25,22687.6,13612.56,591.85,105.04,43.77,93.9,38
2025-08-19,BNK006,Heritage Bank,60,140,201,24399.5,10166.46,6099.87,406.66,72.62,30.35,90.5,29
2025-08-19,BNK007,Innovation Bank,76,177,255,32677.58,13615.66,8169.4,429.97,76.92,32.04,94.7,38
2025-08-20,BNK001,Premier Bank,91,214,307,48135.68,20056.53,12033.92,528.96,93.72,39.2,96.5,85
2025-08-20,BNK002,Community First Bank,40,94,137,38917.34,16215.56,9729.33,972.93,172.51,71.02,87.6,30
2025-08-20,BNK003,Metro Financial,51,121,174,46431.32,19346.38,11607.83,910.42,159.89,66.71,86.1,30
2025-08-20,BNK004,Regional Trust Bank,57,134,193,26499.46,11041.44,6624.87,464.9,82.4,34.33,94.3,44
2025-08-20,BNK005,Digital Banking Corp,85,199,285,60895.67,25373.2,15223.92,716.42,127.5,53.42,93.1,44
2025-08-20,BNK006,Heritage Bank,28,66,97,23751.62,9896.51,5937.9,848.27,149.95,61.22,89.9,11
2025-08-20,BNK007,Innovation Bank,50,117,170,36173.02,15072.09,9043.25,723.46,128.82,53.2,94.3,33
2025-08-21,BNK001,Premier Bank,68,160,231,63654.38,26522.66,15913.6,936.09,165.77,68.89,94.2,34
2025-08-21,BNK002,Community First Bank,46,108,156,28085.12,11702.14,7021.28,610.55,108.35,45.01,89.2,25
2025-08-21,BNK003,Metro Financial,101,236,338,47455.29,19773.04,11863.82,469.85,83.78,35.1,85.3,56
2025-08-21,BNK004,Regional Trust Bank,19,45,66,14611.36,6088.07,3652.84,769.02,135.29,55.35,95.4,18
2025-08-21,BNK005,Digital Banking Corp,73,172,248,57666.57,24027.74,14416.64,789.95,139.7,58.13,91.7,47
2025-08-21,BNK006,Heritage Bank,33,78,113,20751.01,8646.25,5187.75,628.82,110.85,45.91,85.4,30
2025-08-21,BNK007,Innovation Bank,84,196,280,52719.51,21966.46,13179.88,627.61,112.07,47.07,85.2,80
2025-08-22,BNK001,Premier Bank,109,256,368,59394.53,24747.72,14848.63,544.9,96.67,40.35,91.4,61
2025-08-22,BNK002,Community First Bank,63,147,210,47335.81,19723.26,11833.95,751.36,134.17,56.35,97.0,22
2025-08-22,BNK003,Metro Financial,87,203,291,62420.39,26008.5,15605.1,717.48,128.12,53.63,92.6,60
2025-08-22,BNK004,Regional Trust Bank,44,103,150,31718.59,13216.08,7929.65,720.88,128.31,52.86,87.9,27
2025-08-22,BNK005,Digital Banking Corp,134,313,450,70158.17,29232.57,17539.54,523.57,93.39,38.98,93.5,110
2025-08-22,BNK006,Heritage Bank,35,82,120,27341.24,11392.18,6835.31,781.18,138.93,56.96,85.0,34
2025-08-22,BNK007,Innovation Bank,93,217,311,48844.42,20351.84,12211.11,525.21,93.79,39.26,87.1,45
2025-08-23,BNK001,Premier Bank,63,147,211,30765.16,12818.82,7691.29,488.34,87.2,36.45,88.4,22
2025-08-23,BNK002,Community First Bank,27,64,93,18568.27,7736.78,4642.07,687.71,120.89,49.91,86.6,27
2025-08-23,BNK003,Metro Financial,49,115,166,29762.75,12401.15,7440.69,607.4,107.84,44.82,89.1,20
2025-08-23,BNK004,Regional Trust Bank,65,152,218,25512.59,10630.25,6378.15,392.5,69.94,29.26,86.4,53
2025-08-23,BNK005,Digital Banking Corp,55,129,185,27089.96,11287.49,6772.49,492.54,87.5,36.61,96.1,27
2025-08-23,BNK006,Heritage Bank,29,69,101,14469.3,6028.88,3617.32,498.94,87.38,35.82,85.3,14
2025-08-23,BNK007,Innovation Bank,40,94,135,25422.43,10592.68,6355.61,635.56,112.69,47.08,85.7,16
2025-08-24,BNK001,Premier Bank,19,45,65,13264.13,5526.72,3316.03,698.11,122.82,51.02,90.6,9
2025-08-24,BNK002,Community First Bank,20,47,69,11538.66,4807.77,2884.66,576.93,102.29,41.81,91.7,10
2025-08-24,BNK003,Metro Financial,22,51,75,15682.51,6534.38,3920.63,712.84,128.13,52.28,97.2,20
2025-08-24,BNK004,Regional Trust Bank,8,19,30,5159.57,2149.82,1289.89,644.95,113.15,43.0,92.4,4
2025-08-24,BNK005,Digital Banking Corp,29,69,100,15869.05,6612.1,3967.26,547.21,95.83,39.67,90.0,18
2025-08-24,BNK006,Heritage Bank,8,20,31,6715.3,2798.04,1678.82,839.41,139.9,54.16,94.5,5
2025-08-24,BNK007,Innovation Bank,23,54,78,13950.97,5812.9,3487.74,606.56,107.65,44.71,96.1,22
2025-08-25,BNK001,Premier Bank,73,172,248,54702.25,22792.6,13675.56,749.35,132.52,55.14,89.4,52
2025-08-25,BNK002,Community First Bank,85,199,285,51536.76,21473.65,12884.19,606.31,107.91,45.21,86.2,39
2025-08-25,BNK003,Metro Financial,82,192,275,58168.06,24236.69,14542.02,709.37,126.23,52.88,90.4,38
2025-08-25,BNK004,Regional Trust Bank,73,172,248,47979.91,19991.63,11994.98,657.26,116.23,48.37,96.4,32
2025-08-25,BNK005,Digital Banking Corp,107,250,360,51117.82,21299.09,12779.45,477.74,85.2,35.5,90.9,79
2025-08-25,BNK006,Heritage Bank,19,46,67,17139.42,7141.43,4284.85,902.07,155.25,63.95,94.0,11
2025-08-25,BNK007,Innovation Bank,91,214,307,43470.46,18112.69,10867.62,477.7,84.64,35.4,96.3,65
2025-08-26,BNK001,Premier Bank,92,215,308,67311.37,28046.4,16827.84,731.65,130.45,54.64,90.7,34
2025-08-26,BNK002,Community First Bank,73,170,244,43421.25,18092.19,10855.31,594.81,106.42,44.49,91.0,64
2025-08-26,BNK003,Metro Financial,60,141,204,32827.99,13678.33,8207.0,547.13,97.01,40.23,93.0,53
2025-08-26,BNK004,Regional Trust Bank,46,108,155,27297.94,11374.14,6824.48,593.43,105.32,44.03,91.4,19
2025-08-26,BNK005,Digital Banking Corp,91,212,304,48868.45,20361.85,12217.11,537.02,96.05,40.19,85.2,48
2025-08-26,BNK006,Heritage Bank,38,88,128,22029.15,9178.81,5507.29,579.71,104.3,43.03,94.1,32
2025-08-26,BNK007,Innovation Bank,53,125,181,38630.15,16095.9,9657.54,728.87,128.77,53.36,88.8,35
2025-08-27,BNK001,Premier Bank,95,222,319,59638.96,24849.57,14909.74,627.78,111.93,46.74,90.5,57
2025-08-27,BNK002,Community First Bank,52,121,174,35002.99,14584.58,8750.75,673.13,120.53,50.29,88.0,22
2025-08-27,BNK003,Metro Financial,70,164,235,46744.04,19476.68,11686.01,667.77,118.76,49.73,87.6,26
2025-08-27,BNK004,Regional Trust Bank,89,208,299,45348.16,18895.06,11337.04,509.53,90.84,37.92,87.6,30
